service,description,url,phone,url_phone
Assisted Living (CareOne),"The website does not provide specific information regarding location, operating hours, or prerequisites for using CareOne services.",https://www.care-one.com/locations/,8552778550,https://www.care-one.com/locations/
Associated Urologists LLC,"Location: 1255 Rte 70 Ste 33 S, Lakewood, NJ 08701  
Operating Hours: Monday to Friday, 9:00 AM - 5:00 PM; Closed Saturday and Sunday.  
Prerequisites: No specific prerequisites mentioned.",https://www.yelp.com/biz/associated-urologists-lakewood,7323641664,https://www.yelp.com/biz/associated-urologists-lakewood
Atlantic Health System Chilton Medical Center,"Chilton Medical Center is located at 97 West Parkway, Pompton Plains, NJ 07444. It operates 24 hours, although hours may vary by department. No specific prerequisites for using services are mentioned, such as needing a form of identification.",https://www.atlantichealth.org/locations/chilton-medical-center,9738315000,https://www.atlantichealth.org/locations/chilton-medical-center
Atlantic Health System: Mammography & Breast Imaging,"You can book an annual screening mammogram online without a prescription if you are a woman over 40. The specific location and operating hours are not provided, and there is no mention of prerequisites, such as needing a form of identification.",https://www.atlantichealth.org/services/mammography-breast-imaging,,https://www.atlantichealth.org/services/mammography-breast-imaging
Atlantic Medical Group of Union,"Atlantic Medical Group Primary Care at Union is located at 1000 Galloping Hill Road, Suite 108, Union, NJ 07083. The operating hours are not specified in the provided information. There is no mention of prerequisites such as the need for identification to use their services.",https://ahs.atlantichealth.org/locations/atlantic-medical-group/primary-care-union.html,9085223730,https://ahs.atlantichealth.org/locations/atlantic-medical-group/primary-care-union.html
Audrey Hepburn Children’s House,"Audrey Hepburn Children's House is located at 12 Second Street, Hackensack, NJ 07601, in Bergen County. The facility provides services focused on improving awareness and addressing child maltreatment. While the specific operating hours are not mentioned, assistance can be sought by calling (551) 996-2271. There are no explicit prerequisites mentioned for using the services provided, such as a requirement for identification.",https://www.bergenresourcenet.org/search/audrey-hepburn-childrens-house/,5519962271,https://www.bergenresourcenet.org/search/audrey-hepburn-childrens-house/
Aurum events and catering,"Aurum Events & Caterers is located at 17 South Street, Freehold, NJ. The operating hours are not specified on the website. There is no information regarding prerequisites such as identification needed to use their services.",https://aurum.events/,7322940031,https://aurum.events/
Avidd Community Services & Bethel Ridge,"Location: 92 Broadway, Suite 101 Denville, NJ 07834  
Operating Hours: Not specified  
Prerequisites: No specific prerequisites mentioned, but individuals may need to contact or inquire for more information regarding identification or documentation.",https://aviddnj.org/,9736641770,https://aviddnj.org/contact-us/
Babs Siperstein Proud Center,"Babs Siperstein PROUD Center is located at 128 Rehill Ave, Suite 1100, Somerville, NJ 08876. The operating hours are Monday through Friday, from 8 a.m. to 4 p.m. Patients aged 18 and older can access services, and most major insurance plans are accepted. There is no specific mention of prerequisites such as needing a form of identification.",https://www.rwjbh.org/rwj-university-hospital-somerset/treatment-care/babs-siperstein-proud-center/,19086852200,https://www.rwjbh.org/rwj-university-hospital-somerset/treatment-care/babs-siperstein-proud-center/
Babs Siperstein PROUD Center,"Babs Siperstein PROUD Center is located at 128 Rehill Ave, Suite 1100, Somerville, NJ 08876. The center operates Monday through Friday, from 8 a.m. to 4 p.m. There are no specific prerequisites mentioned for using the services, but it’s implied that patients may need to provide forms of identification or insurance information, as most major insurance plans are accepted.",https://www.rwjbh.org/rwj-university-hospital-somerset/treatment-care/babs-siperstein-proud-center/,9086852200,https://www.rwjbh.org/rwj-university-hospital-somerset/treatment-care/babs-siperstein-proud-center/
Baker Street Behavioral Health,"Baker Street Behavioral Health is located in several areas of New Jersey, including Cedar Grove, Fair Lawn, Jersey City, Morristown, Paramus, Lebanon, and Franklin Lakes. Their operating hours are Monday to Saturday from 8 am to 6 pm and Sunday from 11 am to 4 pm. The website does not specify any prerequisites for using their services, such as the need for identification or specific forms.",https://bakerstreetpsych.com/,8339372724,https://bakerstreetpsych.com/
Balance and Thrive Mental Health Counseling,"Location: 666 Godwin Avenue Suite 200, Midland Park, NJ 07432  
Operating Hours: Monday to Sunday, 9:00 am - 10:30 pm  
Prerequisites: No specific prerequisites mentioned, but it is advised not to submit any Protected Health Information (PHI) through contact forms.",https://www.balanceandthrivecounseling.com/,2014448110,https://www.balanceandthrivecounseling.com/
Barn Hill Care Center,"Location: 249 High Street, Newton, NJ 07860  
Operating Hours: Not specified  
Prerequisites: No specific prerequisites mentioned, but contact for more information is encouraged.",https://completecarebarnhill.com/,9733835600,https://completecarebarnhill.com/
Barnabas Behavioral Health,"Location: RWJBarnabas Health Behavioral Health Center, 1691 U.S. Highway 9, CN 2025, Toms River, NJ 08754; Center for Perinatal Mood and Anxiety Disorders, 200 Wyckoff Road, Suite 3500, Eatontown, NJ 07724; and several other locations across New Jersey.

Operating Hours: Not specified.

Prerequisites: None mentioned, though it implies that behavioral health clinicians are available for referrals and support 24/7, suggesting that contacting them for assistance may be required.",https://www.rwjbh.org/treatment-care/mental-health-and-behavioral-health/,7329141688,https://www.rwjbh.org/our-locations/behavioral-health-center/rwjbarnabas-health-behavioral-health-center/
Barnegat Township Special Needs Resources,"Meadowedge Social Club, located at 550 E Bay Ave, Barnegat, is an inclusive social club for individuals age 14 and up with special needs. It operates four nights a week from Monday to Thursday. For participation, a yearly membership registration form is required. Additionally, the Discovery Basketball program for ages 5-18 requires caregivers to stay with their children, and a registration form must be printed and brought to the recreation center prior to the first session or submitted via fax or email. For the Barnegat Little League Challenger Baseball, online registration is necessary.",https://www.barnegat.net/departments/office-of-recreation/recreation-for-individuals-with-special-needs/,6096980080,https://www.barnegat.net/departments/office-of-recreation/recreation-for-individuals-with-special-needs/
Basic Blessings - Ministry of Tabernacle United Methodist Church,"Meadowedge Social Club is located at 550 E Bay Ave, Barnegat, and operates four nights a week from Monday to Thursday. To participate in programs like Discovery Basketball, caregivers must remain with their children, and registration forms need to be submitted before the first session, either in person or through fax/email.",https://www.ermatabernacle.org/blessings,6096980080,https://www.ermatabernacle.org/blessings
Basic Needs Assistance (New York City Relief),"City Relief is located at 377 Valley Road, #1232, Clifton, NJ 07013. Operating hours are not explicitly stated on the website. There is no information provided regarding prerequisites such as identification for using their services.",https://www.cityrelief.org/,,https://www.cityrelief.org/
Battered Women Helpline,"The National Domestic Violence Hotline provides 24/7 confidential support, education, personalized safety planning, and connections to local resources for those impacted by relationship abuse. There is no specific location mentioned. Users may experience longer wait times than 15 minutes due to high call/chat volume. No prerequisites, such as identification, are indicated for using the service.",https://chat.thehotline.us/v2/index.html?dkey=783ea42e-3aa0-42f4-9899-ad886e4995b4&skill=g1b,,https://chat.thehotline.us/v2/index.html?dkey=783ea42e-3aa0-42f4-9899-ad886e4995b4&skill=g1b
BB&T Bank Glassboro,"Location: 600 Delsea Dr N, Glassboro NJ 08028  
Phone: 856-863-3636  
Hours: Not specified in the provided text.  
Prerequisites: Not specified in the provided text.",https://www.truist.com/branch/nj/glassboro/08028/600-delsea-dr-n,8568633636,https://www.truist.com/branch/nj/glassboro/08028/600-delsea-dr-n
Beautiful Minds,"Location: 305 Independence Blvd, Sicklerville, New Jersey 08081

Operating Hours: Not specified.

Prerequisites: For in-home services, clients must call PerformCare and request Beautiful Minds as the provider. For in-office services, clients need to call Beautiful Minds directly to request services.",https://beautifulmindstc.com/,6093505007,https://beautifulmindstc.com/
Behavior Therapy Associates,"Behavior Therapy Associates (BTA) is located in New Jersey and has been serving families since 1979. The organization offers comprehensive psychological, behavioral, and educational services, including telehealth options. Operating hours are not specified on the website. There appears to be no explicit mention of prerequisites such as forms of identification for using their services.",https://behaviortherapyassociates.com/,7328731212,https://behaviortherapyassociates.com/contact/
Belmar Housing Authority,"Location: 710 8th Avenue #1, Belmar, NJ 07719  
Operating Hours: Not specified  
Prerequisites: No specific prerequisites mentioned, but the waiting list for housing is currently closed.  ",https://www.belmarhousingauthority.com/,7326811795,https://www.belmarhousingauthority.com/
Benefits Enrollment Center (CUMAC),"CUMAC is located at 223 Ellison Street, Paterson, NJ 07509. The Marketplace operates Monday to Friday from 10:00 AM to 3:00 PM. Guests must schedule appointments to access the Marketplace, which they can do once a month.",https://www.cumac.org/programs,9737425518,https://www.cumac.org/programs
